"","Personnel.Number","Gender","Hire.Date","Exit.Date","Exit.Reason","Cost.Center","Employee.Group","Employee.Subgroup","Location.Code","Employment.Days","Currently.Employed","Lasted.6.Months","Lasted.1.Year","Lasted.2.Years","Lasted.3.Years","Lasted.4.Years","Lasted.5.Years"
"1804","60005220","Male",2012-05-14,NA,NA,"98058","Employee","Salary Grade Less 12","1098",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1805","60005222","Male",2015-02-23,NA,NA,"98058","Employee","Hourly","1098",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"1806","60005223","Male",2011-08-05,NA,NA,"98058","Employee","Hourly","1098",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1807","60005224","Male",2015-08-28,NA,NA,"98058","Employee","Hourly","1098",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"1808","60005225","Male",2011-02-25,NA,NA,"98058","Employee","Hourly","1098",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1809","60005227","Male",2012-06-27,NA,NA,"98058","Employee","Hourly","1098",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1810","60005228","Female",2016-06-13,NA,NA,"98060","Employee","Nonexempt","1100",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1811","60005229","Male",2014-09-08,NA,NA,"98060","Employee","Salary Grade Less 12","1100",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"1812","60005230","Male",2011-12-05,NA,NA,"98060","Employee","Salary Grade Less 12","1100",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1813","60005231","Male",2014-03-31,NA,NA,"98060","Employee","Hourly","1100",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"1814","60005232","Male",2010-08-30,NA,NA,"98060","Employee","Hourly","1100",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1815","60005234","Male",2016-11-14,NA,NA,"99568","Employee","Salary Grade Less 12","1060",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1816","60005248","Male",2017-06-05,NA,NA,"1862177","Employee","Hourly","1006",NA,TRUE,TRUE,NA,NA,NA,NA,NA
"1817","60005252","Male",2016-11-01,NA,NA,"161167","Employee","Salary Grade Less 12","1011",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1818","60005253","Female",2017-05-01,NA,NA,"1862177","Employee","Hourly","1006",NA,TRUE,TRUE,NA,NA,NA,NA,NA
"1819","60005254","Male",2017-01-09,NA,NA,"1862177","Employee","Nonexempt","1006",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1820","60005256","Male",2017-05-15,NA,NA,"1862177","Employee","Hourly","1006",NA,TRUE,TRUE,NA,NA,NA,NA,NA
"1821","60005258","Female",2016-11-07,NA,NA,"99932","Employee","Salary Grade Less 12","1035",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1822","60005260","Male",2016-11-14,NA,NA,"57-6212","Employee","Salary Grade 12","1009",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1823","60005263","Male",2016-11-07,NA,NA,"1862177","Employee","Hourly","1006",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1824","60005264","Female",2016-11-07,NA,NA,"1862177","Employee","Hourly","1006",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1825","60005265","Male",2016-11-14,NA,NA,"99159","Employee","Salary Grade Less 12","1105",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1826","60005266","Male",2016-11-07,NA,NA,"98608","Employee","Hourly","1044",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1827","60005276","Female",2016-11-09,NA,NA,"214-K058","Employee","Hourly","1023",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1828","60005278","Male",2016-11-07,NA,NA,"1862177","Employee","Hourly","1006",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1829","60005287","Male",2017-04-18,NA,NA,"161157","Employee","Hourly","1011",NA,TRUE,TRUE,NA,NA,NA,NA,NA
"1830","60005288","Male",2016-11-14,NA,NA,"22060","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1831","60005289","Female",2016-11-14,NA,NA,"21085","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1832","60005290","Male",2016-11-14,NA,NA,"12270","Employee","Nonexempt","1002",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1833","60005291","Male",2016-11-14,NA,NA,"12270","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1834","60005292","Male",2016-11-14,NA,NA,"12720","Employee","Salary Grade Less 12","1002",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1835","60005293","Female",2008-04-18,NA,NA,"164473","Employee","Salary Grade Less 12","1062",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1836","60005295","Male",2016-11-14,NA,NA,"12050","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1837","60005297","Male",2016-11-14,NA,NA,"54-1202","Employee","Hourly","1015",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1838","60005298","Male",2016-11-14,NA,NA,"54-4360","Employee","Nonexempt","1015",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1839","60005302","Male",2016-11-09,NA,NA,"99152","Employee","Salary Grade Less 12","1105",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1840","60005314","Male",2017-03-27,NA,NA,"54-1202","Employee","Hourly","1015",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1841","60005316","Male",2016-11-07,NA,NA,"54-1202","Employee","Hourly","1015",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1842","60005318","Male",2009-07-01,NA,NA,"214-K052","Employee","Salary Grade Less 12","1023",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1843","60005319","Female",2016-11-14,NA,NA,"80660","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1844","60005322","Male",2016-11-21,NA,NA,"1764460","Employee","Salary Grade Less 12","1062",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1845","60005326","Male",2016-11-16,NA,NA,"214-K058","Employee","Hourly","1023",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1846","60005329","Male",2016-11-16,NA,NA,"214-286","Employee","Hourly","1023",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1847","60005331","Female",2016-11-14,NA,NA,"57-3403","Employee","Salary Grade Less 12","1009",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1848","60005334","Male",2016-11-14,NA,NA,"98009","Employee","Salary Grade Less 12","1037",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1849","60005335","Male",2016-11-21,NA,NA,"205-J086","Employee","Salary Grade Less 12","1019",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1850","60005341","Male",2016-11-14,NA,NA,"2301258210","Employee","Hourly","1008",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1851","60005346","Male",2017-07-24,NA,NA,"12030","Employee","Hourly","1002",NA,TRUE,TRUE,NA,NA,NA,NA,NA
"1852","60005350","Male",2006-11-01,NA,NA,"57-3409","Employee","Salary Grade Less 12","1009",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1853","60005353","Male",2016-12-15,NA,NA,"98006","Employee","Salary Grade Less 12","1033",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1854","60005355","Male",2016-11-14,NA,NA,"98010","Employee","Salary Grade Less 12","1038",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1855","60005357","Female",2016-12-12,NA,NA,"9764408","Employee","Salary Grade Less 12","1062",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1856","60005363","Female",2017-06-28,NA,NA,"1862177","Employee","Hourly","1006",NA,TRUE,TRUE,NA,NA,NA,NA,NA
"1857","60005366","Male",2016-11-21,NA,NA,"54-3022","Employee","Nonexempt","1015",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1858","60005367","Male",2000-04-03,NA,NA,"205-P783","Employee","Executive","1019",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1859","60005368","Male",2016-11-28,NA,NA,"205-J115","Employee","Salary Grade Less 12","1018",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1860","60005369","Female",2016-11-16,NA,NA,"98009","Employee","Hourly","1037",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1861","60005376","Female",2016-11-16,NA,NA,"1862177","Employee","Hourly","1006",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1862","60005379","Male",2016-11-28,NA,NA,"1862177","Employee","Salary Grade Less 12","1006",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1863","60005387","Female",2017-06-29,NA,NA,"54-4362","Employee","Hourly","1015",NA,TRUE,TRUE,NA,NA,NA,NA,NA
"1864","60005393","Female",2016-11-28,NA,NA,"2264333","Employee","Salary Grade Less 12","1062",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1865","60005398","Male",2016-11-28,NA,NA,"3464475","Employee","Salary Grade Less 12","1062",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1866","60005399","Male",2016-11-28,NA,NA,"164351","Employee","Salary Grade Less 12","1062",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1867","60005400","Male",2016-11-21,NA,NA,"98007","Employee","Hourly","1030",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1868","60005401","Male",2016-11-21,NA,NA,"98010","Employee","Nonexempt","1038",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1869","60005402","Male",2016-12-05,NA,NA,"764200","Employee","Salary Grade Less 12","1062",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1870","60005405","Male",2016-11-21,NA,NA,"98007","Employee","Salary Grade Less 12","1030",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1871","60005415","Male",2016-12-19,NA,NA,"200-5005","Employee","Hourly","1016",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1872","60005430","Male",2011-04-05,NA,NA,"2264330","Employee","Salary Grade Less 12","1062",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1873","60005432","Male",2016-11-28,NA,NA,"205-P002","Employee","Salary Grade Less 12","1019",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1874","60005435","Male",2016-11-28,NA,NA,"12170","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1875","60005436","Male",2016-11-28,NA,NA,"12040","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1876","60005437","Female",2016-11-28,NA,NA,"12170","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1877","60005440","Male",2016-11-28,NA,NA,"12610","Employee","Nonexempt","1002",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1878","60005441","Male",2016-11-28,NA,NA,"12610","Employee","Nonexempt","1002",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1879","60005442","Male",2016-11-28,NA,NA,"205-J134","Employee","Salary Grade Less 12","1019",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1880","60005444","Female",2016-11-28,NA,NA,"12270","Employee","Nonexempt","1002",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1881","60005445","Male",2016-12-05,NA,NA,"2264331","Employee","Salary Grade Less 12","1062",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1882","60005446","Male",2016-12-01,NA,NA,"1862177","Employee","Salary Grade 12","1006",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1883","60005448","Male",2016-12-05,NA,NA,"205-J086","Employee","Salary Grade Less 12","1019",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1884","60005449","Male",2016-12-05,NA,NA,"219-Q009","Employee","Nonexempt","1042",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1885","60005450","Male",2016-12-05,NA,NA,"164472","Employee","Salary Grade Less 12","1062",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1886","60005451","Male",2016-12-05,NA,NA,"2264331","Employee","Salary Grade Less 12","1062",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1887","60005457","Female",2016-12-05,NA,NA,"564439","Employee","Nonexempt","1062",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1888","60005460","Male",2016-12-05,NA,NA,"57-6201","Employee","Salary Grade Less 12","1009",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1889","60005462","Male",2016-11-28,NA,NA,"11000","Employee","Hourly","1052",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1890","60005462","Male",2016-11-28,NA,NA,"11000","Employee","Hourly","1052",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1891","60005464","Male",2016-12-02,NA,NA,"12240","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1892","60005470","Male",2016-12-05,NA,NA,"101-2484","Employee","Salary Grade Less 12","0701",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1893","60005472","Male",2016-12-05,NA,NA,"SW-6000","Employee","Salary Grade Less 12","1076",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1894","60005473","Female",2016-12-05,NA,NA,"2264501","Employee","Salary Grade Less 12","1062",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1895","60005474","Male",2016-12-05,NA,NA,"1862351","Employee","Salary Grade Less 12","1006",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1896","60005475","Male",2016-12-05,NA,NA,"99633","Employee","Salary Grade Less 12","1060",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1897","60005476","Male",2016-12-05,NA,NA,"10000","Employee","Salary Grade Less 12","1052",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1898","60005481","Female",2016-12-06,NA,NA,"214-957","Employee","Hourly","1023",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1899","60005482","Male",2016-12-05,NA,NA,"214-K004","Employee","Salary Grade Less 12","1023",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1900","60005483","Male",2016-12-05,NA,NA,"11000","Employee","Hourly","1052",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1901","60005484","Male",2016-12-05,NA,NA,"2264338","Employee","Salary Grade Less 12","1062",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1902","60005487","Female",2016-12-06,NA,NA,"214-K058","Employee","Hourly","1023",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1903","60005488","Male",2016-12-06,NA,NA,"54-1202","Employee","Hourly","1015",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1904","60005489","Male",2016-12-12,NA,NA,"54-3020","Employee","Nonexempt","1015",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1905","60005490","Female",2016-12-06,NA,NA,"54-1202","Employee","Hourly","1015",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1906","60005500","Female",2017-06-29,NA,NA,"54-1202","Employee","Hourly","1015",NA,TRUE,TRUE,NA,NA,NA,NA,NA
"1907","60005501","Female",2017-11-02,NA,NA,"54-1202","Employee","Hourly","1015",NA,TRUE,NA,NA,NA,NA,NA,NA
"1908","60005514","Female",2016-12-05,NA,NA,"11000","Employee","Hourly","1052",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1909","60005515","Male",2016-12-06,NA,NA,"2301219140","Employee","Salary Grade Less 12","1008",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1910","60005526","Female",2016-12-06,NA,NA,"214-K058","Employee","Hourly","1023",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1911","60005528","Male",2016-11-28,NA,NA,"163152","Employee","Nonexempt","1005",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1912","60005529","Female",2016-12-05,NA,NA,"2301219520","Employee","Nonexempt","1068",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1913","60005530","Male",2017-01-03,NA,NA,"205-P838","Employee","Nonexempt","1019",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1914","60005531","Female",2016-12-05,NA,NA,"98004","Employee","Nonexempt","1039",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1915","60005532","Male",2016-12-12,NA,NA,"864485","Employee","Salary Grade Less 12","1062",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1916","60005534","Female",2017-06-25,NA,NA,"2301202050","Employee","Hourly","1008",NA,TRUE,TRUE,NA,NA,NA,NA,NA
"1917","60005541","Male",2016-12-05,NA,NA,"163152","Employee","Nonexempt","1005",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1918","60005542","Female",2017-01-03,NA,NA,"99117","Employee","Salary Grade Less 12","1106",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1919","60005557","Male",2016-12-19,NA,NA,"164456","Employee","Nonexempt","1062",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1920","60005558","Male",2006-05-15,NA,NA,"205-T500","Employee","Salary Grade Less 12","1032",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1921","60005563","Male",1993-06-14,NA,NA,"71100","Employee","Executive","1047",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1922","60005564","Male",2016-12-07,NA,NA,"98002","Employee","Hourly","1094",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1923","60005577","Female",2016-12-19,NA,NA,"200-5015","Employee","Hourly","1016",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1924","60005591","Male",2016-12-19,NA,NA,"200-3002","Employee","Hourly","1016",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1925","60005592","Male",1995-03-01,NA,NA,"222-4000","Inpatriate","Executive","1093",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1926","60005597","Male",2017-08-16,NA,NA,"161159","Employee","Hourly","1011",NA,TRUE,TRUE,NA,NA,NA,NA,NA
"1927","60005606","Male",2016-12-12,NA,NA,"14000","Employee","Hourly","1052",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1928","60005607","Male",2016-12-12,NA,NA,"98010","Employee","Salary Grade Less 12","1012",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1929","60005608","Male",2017-08-30,NA,NA,"54-1202","Employee","Hourly","1015",NA,TRUE,TRUE,NA,NA,NA,NA,NA
"1930","60005617","Male",2009-06-01,NA,NA,"164473","Employee","Salary Grade Less 12","1062",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1931","60005618","Male",2016-12-19,NA,NA,"200-5005","Employee","Hourly","1016",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1932","60005626","Male",2017-06-28,NA,NA,"1862177","Employee","Hourly","1006",NA,TRUE,TRUE,NA,NA,NA,NA,NA
"1933","60005627","Male",2017-05-22,NA,NA,"2301219730","Employee","Salary Grade Less 12","1089",NA,TRUE,TRUE,NA,NA,NA,NA,NA
"1934","60005628","Male",2017-07-10,NA,NA,"2301202060","Employee","Hourly","1008",NA,TRUE,TRUE,NA,NA,NA,NA,NA
"1935","60005629","Female",2017-07-24,NA,NA,"2301258210","Employee","Hourly","1008",NA,TRUE,TRUE,NA,NA,NA,NA,NA
"1936","60005636","Male",2017-01-03,NA,NA,"2264338","Employee","Salary Grade Less 12","1062",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1937","60005644","Male",2017-01-09,NA,NA,"1364471","Employee","Nonexempt","1062",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1938","60005645","Male",2016-12-09,NA,NA,"222-0500","Employee","Salary Grade Less 12","1093",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1939","60005647","Male",2016-11-28,NA,NA,"222-4000","Employee","Salary Grade Less 12","1093",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1940","60005648","Male",2016-11-14,NA,NA,"222-0500","Employee","Salary Grade Less 12","1093",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1941","60005649","Female",2016-12-01,NA,NA,"222-4000","Employee","Salary Grade Less 12","1093",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1942","60005650","Male",2017-01-03,NA,NA,"164410","Employee","Salary Grade Less 12","1062",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1943","60005652","Female",2016-12-19,NA,NA,"214-288","Employee","Salary Grade Less 12","1023",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1944","60005656","Female",2016-12-19,NA,NA,"18800","Employee","Salary Grade Less 12","1003",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1945","60005658","Male",2016-12-19,NA,NA,"98053","Employee","Salary Grade Less 12","1028",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1946","60005660","Male",2017-01-04,NA,NA,"98000","Employee","Executive","1012",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1947","60005679","Male",2016-12-19,NA,NA,"54-0700","Employee","Nonexempt","1015",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1948","60005680","Male",2010-05-17,NA,NA,"1764463","Employee","Salary Grade Less 12","1062",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1949","60005681","Male",2017-01-02,NA,NA,"99155","Employee","Salary Grade Less 12","1105",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1950","60005683","Male",2017-01-09,NA,NA,"2264333","Employee","Salary Grade Less 12","1062",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1951","60005684","Female",2017-01-03,NA,NA,"99155","Employee","Salary Grade Less 12","1105",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1952","60005687","Male",2016-09-14,NA,NA,"98656","Employee","Hourly","1097",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1953","60005690","Male",2016-09-23,NA,NA,"98060","Employee","Hourly","1100",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1954","60005694","Male",2016-10-07,NA,NA,"98656","Employee","Hourly","1097",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1955","60005696","Male",2016-12-21,NA,NA,"98009","Employee","Hourly","1037",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1956","60005697","Male",2017-01-03,NA,NA,"205-A113","Employee","Nonexempt","1018",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1957","60005698","Male",2016-12-27,NA,NA,"98013","Employee","Salary Grade 12","1095",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1958","60005701","Male",2017-01-01,NA,NA,"98062","Employee","Hourly","1101",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1959","60005710","Male",2017-01-09,NA,NA,"205-J120","Employee","Salary Grade Less 12","1019",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1960","60005711","Male",2017-01-03,NA,NA,"70220","Employee","Salary Grade Less 12","1047",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1961","60005714","Male",2017-01-09,NA,NA,"57-6212","Employee","Salary Grade Less 12","1009",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1962","60005715","Male",2017-01-03,NA,NA,"99117","Employee","Salary Grade Less 12","1106",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1963","60005718","Male",2017-01-03,NA,NA,"205-A905","Employee","Salary Grade Less 12","1018",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1964","60005719","Female",2017-01-03,NA,NA,"214-251","Employee","Salary Grade Less 12","1023",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1965","60005720","Male",2017-01-02,NA,NA,"99157","Employee","Salary Grade Less 12","1105",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1966","60005721","Male",2017-01-03,NA,NA,"98012","Employee","Salary Grade Less 12","1036",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1967","60005722","Male",2017-01-03,NA,NA,"98012","Employee","Salary Grade 12","1036",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1968","60005727","Male",2017-01-16,NA,NA,"98051","Employee","Salary Grade Less 12","1027",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1969","60005732","Male",2017-01-03,NA,NA,"163177","Employee","Salary Grade Less 12","1005",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1970","60005733","Male",2012-01-08,NA,NA,"54-3520","Inpatriate","Salary Grade Less 12","1015",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1971","60005735","Female",2017-01-04,NA,NA,"1862395","Employee","Nonexempt","1006",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1972","60005736","Male",2017-01-01,NA,NA,"839906","Inpatriate","Salary Grade Less 12","1053",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1973","60005740","Male",2011-05-02,NA,NA,"2301219720","Employee","Salary Grade Less 12","1089",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1974","60005748","Male",2017-07-10,NA,NA,"12030","Employee","Hourly","1002",NA,TRUE,TRUE,NA,NA,NA,NA,NA
"1975","60005750","Male",2017-01-02,NA,NA,"99161","Employee","Salary Grade Less 12","1105",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1976","60005751","Male",2012-05-04,NA,NA,"99613","Employee","Salary Grade Less 12","1070",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1977","60005760","Female",2017-01-09,NA,NA,"1862395","Employee","Salary Grade Less 12","1006",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1978","60005774","Male",2017-09-11,NA,NA,"2301203030","Employee","Hourly","1008",NA,TRUE,TRUE,NA,NA,NA,NA,NA
"1979","60005775","Female",2017-08-13,NA,NA,"2301202050","Employee","Hourly","1008",NA,TRUE,TRUE,NA,NA,NA,NA,NA
"1980","60005782","Male",2017-01-16,NA,NA,"98002","Employee","Salary Grade Less 12","1012",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1981","60005792","Female",2017-04-24,NA,NA,"99148","Employee","Salary Grade Less 12","0703",NA,TRUE,TRUE,NA,NA,NA,NA,NA
"1982","60005799","Male",2017-01-09,NA,NA,"12730","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1983","60005800","Male",2017-01-09,NA,NA,"22060","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1984","60005801","Male",2017-01-09,NA,NA,"22060","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1985","60005803","Male",2017-01-09,NA,NA,"98000","Employee","Salary Grade 12","1012",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1986","60005804","Male",2017-01-09,NA,NA,"12140","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1987","60005805","Male",2017-01-23,NA,NA,"200-5015","Employee","Hourly","1016",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1988","60005806","Male",2006-12-11,NA,NA,"2301219120","Employee","Salary Grade Less 12","1008",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
