"","Personnel.Number","Gender","Hire.Date","Exit.Date","Exit.Reason","Cost.Center","Employee.Group","Employee.Subgroup","Location.Code","Employment.Days","Currently.Employed","Lasted.6.Months","Lasted.1.Year","Lasted.2.Years","Lasted.3.Years","Lasted.4.Years","Lasted.5.Years"
"1631","60004970","Male",2010-10-04,NA,NA,"DEL-PAY","Employee","Salary Grade Less 12","1025",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1632","60004971","Male",2010-10-18,NA,NA,"DEL-PAY","Employee","Salary Grade Less 12","1025",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1633","60004972","Male",2010-10-11,NA,NA,"DEL-PAY","Employee","Salary Grade Less 12","1025",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1634","60004973","Male",2001-11-15,NA,NA,"214-K715","Employee","Salary Grade Less 12","1024",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1635","60004974","Male",1993-03-28,NA,NA,"214-K715","Employee","Salary Grade Less 12","1024",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1636","60004975","Male",2011-04-04,NA,NA,"214-251","Employee","Salary Grade Less 12","1024",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1637","60004976","Female",2011-06-26,NA,NA,"214-K740","Employee","Hourly","1024",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1638","60004977","Female",2011-03-30,NA,NA,"214-251","Employee","Nonexempt","1024",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1639","60004980","Female",2011-08-29,NA,NA,"214-K710","Employee","Hourly","1024",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1640","60004981","Female",2011-08-01,NA,NA,"214-K730","Employee","Hourly","1024",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1641","60004982","Female",2011-05-02,NA,NA,"214-713","Employee","Salary Grade Less 12","1024",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1642","60004983","Male",2002-05-10,NA,NA,"214-K410","Employee","Salary Grade Less 12","1024",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1643","60004984","Male",2011-08-22,NA,NA,"214-K715","Employee","Salary Grade Less 12","1024",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1644","60004985","Female",2011-08-25,NA,NA,"214-K755","Employee","Hourly","1024",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1645","60004986","Male",2011-10-06,NA,NA,"214-K735","Employee","Hourly","1024",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1646","60004987","Male",2012-03-19,NA,NA,"DEL-PAY","Employee","Hourly","1025",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1647","60004988","Male",2012-03-19,NA,NA,"DEL-PAY","Employee","Salary Grade Less 12","1025",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1648","60004989","Male",2012-03-19,NA,NA,"214-K715","Employee","Nonexempt","1024",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1649","60004991","Male",2012-06-04,NA,NA,"DEL-PAY","Employee","Salary Grade Less 12","1025",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1650","60004992","Male",2009-11-29,NA,NA,"214-K810","Employee","Salary Grade Less 12","1024",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1651","60004993","Male",2012-07-09,NA,NA,"DEL-PAY","Employee","Hourly","1025",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1652","60004994","Female",2012-07-11,NA,NA,"DEL-PAY","Employee","Hourly","1025",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1653","60004996","Male",2012-07-23,NA,NA,"DEL-PAY","Employee","Salary Grade Less 12","1025",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1654","60004997","Male",2012-08-16,NA,NA,"214-K755","Employee","Hourly","1024",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1655","60004998","Female",2012-10-08,NA,NA,"DEL-PAY","Employee","Hourly","1025",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1656","60005000","Male",2013-02-19,NA,NA,"DEL-PAY","Employee","Hourly","1025",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1657","60005001","Male",2013-03-11,NA,NA,"DEL-PAY","Employee","Executive","1025",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1658","60005002","Female",2013-03-25,NA,NA,"DEL-PAY","Employee","Hourly","1025",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1659","60005003","Male",2013-03-25,NA,NA,"DEL-PAY","Employee","Salary Grade Less 12","1025",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1660","60005005","Male",2013-04-29,NA,NA,"DEL-PAY","Employee","Hourly","1025",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"1661","60005006","Male",2004-01-01,NA,NA,"214-K430","Employee","Salary Grade 12","1024",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1662","60005007","Male",2013-05-06,NA,NA,"1862351","Employee","Salary Grade Less 12","1006",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"1663","60005008","Male",2013-05-24,NA,NA,"214-K740","Employee","Hourly","1024",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"1664","60005009","Female",2013-07-16,NA,NA,"DEL-PAY","Employee","Hourly","1025",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"1665","60005012","Male",2004-01-01,NA,NA,"214-K410","Employee","Salary Grade Less 12","1024",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1666","60005013","Male",2013-08-21,NA,NA,"214-K740","Employee","Hourly","1024",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"1667","60005014","Male",2013-09-03,NA,NA,"214-K450","Employee","Nonexempt","1024",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"1668","60005015","Male",2014-03-24,NA,NA,"214-286","Employee","Hourly","1024",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"1669","60005016","Male",2013-12-09,NA,NA,"214-728","Employee","Salary Grade Less 12","1024",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"1670","60005017","Male",2014-01-13,NA,NA,"DEL-PAY","Employee","Nonexempt","1025",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"1671","60005018","Male",2014-06-30,NA,NA,"214-K740","Employee","Hourly","1024",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"1672","60005020","Female",2017-01-01,NA,NA,"214-K410","Employee","Nonexempt","1024",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1673","60005021","Female",2014-02-24,NA,NA,"DEL-PAY","Employee","Salary Grade Less 12","1025",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"1674","60005022","Female",2014-03-03,NA,NA,"DEL-PAY","Employee","Salary Grade Less 12","1025",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"1675","60005023","Male",2014-03-25,NA,NA,"DEL-PAY","Employee","Salary Grade 12","1025",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"1676","60005026","Female",2014-04-15,NA,NA,"DEL-PAY","Employee","Hourly","1025",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"1677","60005027","Male",2014-04-21,NA,NA,"DEL-PAY","Employee","Salary Grade Less 12","1025",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"1678","60005028","Female",2015-10-12,NA,NA,"214-K755","Employee","Hourly","1024",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"1679","60005029","Male",2014-05-27,NA,NA,"214-K740","Employee","Hourly","1024",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"1680","60005030","Female",2014-05-28,NA,NA,"DEL-PAY","Employee","Hourly","1025",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"1681","60005033","Male",2017-01-01,NA,NA,"214-731","Employee","Nonexempt","1024",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1682","60005035","Male",2014-08-21,NA,NA,"DEL-PAY","Employee","Hourly","1025",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"1683","60005037","Female",2014-09-02,NA,NA,"DEL-PAY","Employee","Hourly","1025",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"1684","60005041","Male",2015-01-12,NA,NA,"214-K410","Employee","Salary Grade Less 12","1024",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"1685","60005042","Male",2016-01-04,NA,NA,"214-286","Employee","Hourly","1024",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"1686","60005043","Female",2015-02-03,NA,NA,"214-K715","Employee","Salary Grade Less 12","1024",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"1687","60005044","Female",2015-02-06,NA,NA,"214-K755","Employee","Hourly","1024",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"1688","60005045","Female",2015-02-09,NA,NA,"DEL-PAY","Employee","Hourly","1025",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"1689","60005046","Male",2015-02-10,NA,NA,"214-K740","Employee","Hourly","1024",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"1690","60005047","Female",2015-02-16,NA,NA,"214-K740","Employee","Hourly","1024",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"1691","60005048","Male",2015-03-02,NA,NA,"DEL-PAY","Employee","Salary Grade Less 12","1025",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"1692","60005051","Male",1998-01-01,NA,NA,"214-251","Employee","Salary Grade Less 12","1024",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1693","60005052","Male",2005-01-01,NA,NA,"214-K820","Employee","Salary Grade 12","1024",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1694","60005053","Female",2015-04-13,NA,NA,"214-K740","Employee","Hourly","1024",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"1695","60005054","Male",2015-04-13,NA,NA,"214-K755","Employee","Hourly","1024",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"1696","60005056","Male",2015-04-30,NA,NA,"DEL-PAY","Employee","Salary Grade 12","1025",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"1697","60005057","Male",2015-05-18,NA,NA,"DEL-PAY","Employee","Salary Grade Less 12","1025",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"1698","60005059","Female",2017-01-01,NA,NA,"214-K740","Employee","Hourly","1024",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1699","60005060","Female",2015-06-01,NA,NA,"DEL-PAY","Employee","Hourly","1025",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"1700","60005062","Male",2015-07-23,NA,NA,"214-K740","Employee","Hourly","1024",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"1701","60005063","Male",2015-08-10,NA,NA,"214-K820","Employee","Salary Grade 12","1024",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"1702","60005065","Male",2015-08-31,NA,NA,"DEL-PAY","Employee","Nonexempt","1025",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"1703","60005066","Male",2015-10-05,NA,NA,"DEL-PAY","Employee","Salary Grade Less 12","1025",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"1704","60005067","Female",2015-11-02,NA,NA,"214-K820","Employee","Salary Grade Less 12","1024",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"1705","60005068","Male",2016-01-04,NA,NA,"214-K410","Employee","Salary Grade Less 12","1024",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"1706","60005069","Male",2016-02-08,NA,NA,"DEL-PAY","Employee","Hourly","1025",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"1707","60005070","Female",2016-02-22,NA,NA,"DEL-PAY","Employee","Hourly","1025",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"1708","60005073","Female",2016-05-23,NA,NA,"214-K740","Employee","Hourly","1024",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1709","60005079","Female",2016-07-12,NA,NA,"DEL-PAY","Employee","Hourly","1025",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1710","60005086","Male",2016-08-15,NA,NA,"DEL-PAY","Employee","Salary Grade Less 12","1025",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1711","60005088","Female",2016-08-16,NA,NA,"DEL-PAY","Employee","Hourly","1025",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1712","60005090","Female",2016-11-01,NA,NA,"99645","Inpatriate","Salary Grade Less 12","1060",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1713","60005092","Male",2017-06-05,NA,NA,"12050","Employee","Hourly","1002",NA,TRUE,TRUE,NA,NA,NA,NA,NA
"1714","60005093","Female",2016-11-02,NA,NA,"214-K063","Employee","Hourly","1023",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1715","60005100","Female",2016-11-14,NA,NA,"205-I614","Employee","Nonexempt","1075",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1716","60005101","Male",2016-01-12,NA,NA,"222-4000","Employee","Salary Grade Less 12","1093",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"1717","60005103","Male",2016-03-07,NA,NA,"222-6000","Employee","Salary Grade Less 12","1093",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"1718","60005104","Male",2016-05-09,NA,NA,"222-4000","Employee","Salary Grade Less 12","1093",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1719","60005105","Male",2013-08-29,NA,NA,"222-4000","Employee","Salary Grade Less 12","1093",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"1720","60005106","Female",2015-04-01,NA,NA,"222-5000","Employee","Salary Grade Less 12","1093",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"1721","60005108","Male",2016-07-25,NA,NA,"222-4000","Employee","Salary Grade 12","1093",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1722","60005109","Male",2011-11-21,NA,NA,"222-4000","Employee","Salary Grade Less 12","1093",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1723","60005111","Female",2016-11-01,NA,NA,"222-4000","Employee","Salary Grade Less 12","1093",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1724","60005112","Male",2009-03-09,NA,NA,"222-4000","Employee","Salary Grade Less 12","1093",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1725","60005113","Male",1996-02-06,NA,NA,"222-4000","Employee","Salary Grade Less 12","1093",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1726","60005114","Male",2016-07-25,NA,NA,"222-4000","Employee","Salary Grade Less 12","1093",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1727","60005115","Male",2015-05-26,NA,NA,"222-4000","Employee","Salary Grade Less 12","1093",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"1728","60005116","Male",2016-05-16,NA,NA,"222-4000","Employee","Salary Grade Less 12","1093",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1729","60005117","Male",2016-06-27,NA,NA,"222-4000","Employee","Salary Grade Less 12","1093",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1730","60005119","Male",2012-07-16,NA,NA,"222-4000","Employee","Salary Grade Less 12","1093",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1731","60005120","Male",2016-05-04,NA,NA,"222-4000","Employee","Salary Grade 12","1093",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1732","60005121","Male",2013-06-17,NA,NA,"222-6000","Employee","Salary Grade Less 12","1093",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"1733","60005122","Male",2010-01-04,NA,NA,"222-6000","Employee","Executive","1093",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1734","60005123","Male",2016-05-23,NA,NA,"222-4000","Employee","Salary Grade Less 12","1093",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1735","60005124","Male",2015-06-24,NA,NA,"222-0500","Employee","Nonexempt","1093",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"1736","60005125","Male",2016-06-27,NA,NA,"222-4000","Employee","Salary Grade Less 12","1093",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1737","60005126","Male",2016-07-15,NA,NA,"222-4000","Employee","Salary Grade Less 12","1093",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1738","60005128","Female",2017-04-10,NA,NA,"222-0500","Employee","Salary Grade Less 12","1093",NA,TRUE,TRUE,NA,NA,NA,NA,NA
"1739","60005129","Male",2016-10-24,NA,NA,"222-4000","Employee","Salary Grade Less 12","1093",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1740","60005130","Male",2015-08-24,NA,NA,"222-4000","Employee","Salary Grade Less 12","1093",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"1741","60005132","Male",2003-09-01,NA,NA,"222-4000","Employee","Salary Grade 12","1093",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1742","60005133","Male",2016-09-16,NA,NA,"222-4000","Employee","Salary Grade Less 12","1093",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1743","60005134","Female",2016-08-11,NA,NA,"222-0500","Employee","Salary Grade 12","1093",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1744","60005135","Female",2015-01-01,NA,NA,"222-0500","Employee","Nonexempt","1093",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"1745","60005136","Male",2000-01-17,NA,NA,"222-4000","Employee","Salary Grade Less 12","1093",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1746","60005137","Male",2016-10-03,NA,NA,"222-4000","Employee","Salary Grade Less 12","1093",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1747","60005138","Male",1987-04-30,NA,NA,"222-4000","Employee","Executive","1093",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1748","60005139","Male",2016-11-01,NA,NA,"222-4000","Employee","Salary Grade Less 12","1093",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1749","60005140","Male",2016-06-06,NA,NA,"222-4000","Employee","Salary Grade Less 12","1093",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1750","60005141","Female",2015-02-18,NA,NA,"222-0500","Employee","Salary Grade Less 12","1093",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"1751","60005145","Male",2016-07-11,NA,NA,"222-4000","Employee","Salary Grade Less 12","1093",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1752","60005146","Male",1994-02-01,NA,NA,"98056","Employee","Salary Grade 12","1097",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1753","60005147","Male",1997-06-23,NA,NA,"98000","Employee","Salary Grade Less 12","1097",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1754","60005148","Female",2003-05-02,NA,NA,"98056","Employee","Salary Grade Less 12","1097",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1755","60005149","Female",1998-02-02,NA,NA,"98056","Employee","Nonexempt","1097",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1756","60005151","Female",1979-08-15,NA,NA,"98056","Employee","Salary Grade Less 12","1097",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1757","60005153","Male",2000-09-01,NA,NA,"98058","Employee","Salary Grade Less 12","1097",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1758","60005154","Female",2015-11-30,NA,NA,"98057","Employee","Nonexempt","1099",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"1759","60005155","Male",2002-07-22,NA,NA,"98057","Employee","Salary Grade Less 12","1099",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1760","60005156","Male",2000-11-28,NA,NA,"98057","Employee","Salary Grade Less 12","1099",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1761","60005157","Male",2000-11-17,NA,NA,"98057","Employee","Salary Grade Less 12","1099",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1762","60005158","Male",2016-03-15,NA,NA,"98057","Employee","Hourly","1099",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"1763","60005159","Male",2013-10-07,NA,NA,"98057","Employee","Hourly","1099",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"1764","60005164","Male",2004-08-16,NA,NA,"98056","Employee","Salary Grade Less 12","1097",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1765","60005165","Male",2015-09-18,NA,NA,"98056","Employee","Hourly","1097",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"1766","60005166","Male",2005-01-24,NA,NA,"98056","Employee","Salary Grade Less 12","1097",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1767","60005168","Male",2014-02-07,NA,NA,"98056","Employee","Hourly","1097",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"1768","60005169","Male",2006-03-27,NA,NA,"98056","Employee","Salary Grade Less 12","1097",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1769","60005170","Male",2004-07-26,NA,NA,"98656","Employee","Salary Grade Less 12","1097",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1770","60005171","Male",2015-07-06,NA,NA,"98656","Employee","Hourly","1097",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"1771","60005173","Male",2008-07-14,NA,NA,"98656","Employee","Hourly","1097",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1772","60005176","Male",1999-11-09,NA,NA,"98656","Employee","Hourly","1097",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1773","60005178","Male",2011-01-28,NA,NA,"98656","Employee","Hourly","1097",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1774","60005179","Male",1994-07-04,NA,NA,"98656","Employee","Hourly","1097",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1775","60005181","Male",2015-08-10,NA,NA,"98656","Employee","Hourly","1097",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"1776","60005182","Male",2017-01-01,NA,NA,"98656","Employee","Salary Grade Less 12","1097",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1777","60005184","Male",2016-06-23,NA,NA,"98656","Employee","Hourly","1097",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1778","60005186","Male",1984-02-27,NA,NA,"98656","Employee","Salary Grade Less 12","1097",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1779","60005187","Male",2007-11-12,NA,NA,"98656","Employee","Hourly","1097",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1780","60005188","Male",2004-01-14,NA,NA,"98656","Employee","Hourly","1097",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1781","60005189","Male",2015-10-05,NA,NA,"98061","Employee","Salary Grade Less 12","1102",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"1782","60005190","Female",2015-09-11,NA,NA,"98061","Employee","Nonexempt","1102",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"1783","60005191","Female",1997-08-18,NA,NA,"98061","Employee","Nonexempt","1102",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1784","60005192","Male",2013-12-26,NA,NA,"98061","Employee","Salary Grade Less 12","1102",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"1785","60005193","Male",2014-05-02,NA,NA,"98061","Employee","Salary Grade Less 12","1102",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"1786","60005194","Male",2013-01-21,NA,NA,"98061","Employee","Salary Grade Less 12","1102",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1787","60005195","Male",2008-07-15,NA,NA,"98061","Employee","Hourly","1102",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1788","60005197","Male",2009-09-30,NA,NA,"98061","Employee","Hourly","1102",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1789","60005198","Male",2015-08-03,NA,NA,"98061","Employee","Hourly","1102",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"1790","60005199","Female",2010-01-04,NA,NA,"98059","Employee","Salary Grade Less 12","1096",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1791","60005201","Male",1991-06-10,NA,NA,"98059","Employee","Salary Grade Less 12","1096",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1792","60005203","Male",2013-09-30,NA,NA,"98059","Employee","Hourly","1096",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"1793","60005204","Male",2015-04-23,NA,NA,"98059","Employee","Hourly","1096",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"1794","60005206","Male",2013-09-16,NA,NA,"98059","Employee","Hourly","1096",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"1795","60005208","Male",1999-12-01,NA,NA,"98062","Employee","Salary Grade Less 12","1101",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1796","60005209","Female",2017-01-01,NA,NA,"98062","Employee","Salary Grade Less 12","1101",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1797","60005210","Male",1999-12-01,NA,NA,"98062","Employee","Salary Grade Less 12","1102",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1798","60005214","Male",2016-05-17,NA,NA,"98062","Employee","Hourly","1101",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"1799","60005215","Male",2014-03-10,NA,NA,"98062","Employee","Salary Grade Less 12","1101",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"1800","60005216","Male",2014-02-28,NA,NA,"98062","Employee","Salary Grade Less 12","1101",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"1801","60005217","Male",2009-08-08,NA,NA,"98062","Employee","Salary Grade Less 12","1101",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1802","60005218","Male",2014-01-03,NA,NA,"98062","Employee","Hourly","1101",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"1803","60005219","Female",2016-07-13,NA,NA,"98058","Employee","Nonexempt","1098",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
